state_alpha,state_fips_code,year,Value,Area,log_Value,lowess_log_Value
MT,30,1994,135.0,17000.0,4.90527477843843,4.740527194135209
MT,30,1993,105.0,20000.0,4.653960350157523,4.7229671608923995
MT,30,1992,110.0,25000.0,4.700480365792417,4.7038684177575485
MT,30,1991,120.0,15000.0,4.787491742782046,4.683529663894445
MT,30,1990,95.0,9000.0,4.553876891600541,4.66228210530152
MT,30,1989,80.0,4000.0,4.382026634673881,4.640446299544057
MT,30,1988,110.0,20000.0,4.700480365792417,4.6183123769048215
MT,30,1987,105.0,15000.0,4.653960350157523,4.596084810749424
MT,30,1986,115.0,13000.0,4.74493212836325,4.573868599488306
MT,30,1985,95.0,11000.0,4.553876891600541,4.55171410611454
MT,30,1984,92.0,15000.0,4.5217885770490405,4.529622302070389
MT,30,1983,105.0,13000.0,4.653960350157523,4.507520254702255
MT,30,1982,100.0,14000.0,4.605170185988092,4.485328768410952
MT,30,1981,85.0,10000.0,4.442651256490317,4.462946356634066
MT,30,1980,74.0,8000.0,4.30406509320417,4.440241595682761
MT,30,1979,77.0,10000.0,4.343805421853683,4.416984148311006
MT,30,1978,72.0,10000.0,4.276666119016055,4.392867402211114
MT,30,1977,68.0,11000.0,4.219507705176107,4.367554833152228
MT,30,1976,75.0,11000.0,4.31748811353631,4.340758428284173
MT,30,1975,73.0,10000.0,4.290459441148391,4.312267590361893
MT,30,1974,65.0,13000.0,4.174387269895637,4.281884832562153
MT,30,1973,73.0,11000.0,4.290459441148391,4.249426414784165
MT,30,1972,78.0,6000.0,4.356708826689592,4.214799646352875
MT,30,1971,76.0,7000.0,4.330733340286331,4.170704565843519
MT,30,1970,72.0,4000.0,4.276666119016055,4.125249868096041
MT,30,1969,73.0,6000.0,4.290459441148391,4.079622434900215
MT,30,1968,75.0,4000.0,4.31748811353631,4.034201802095037
MT,30,1967,68.0,7000.0,4.219507705176107,3.9890309437745337
MT,30,1966,64.0,5000.0,4.158883083359672,3.9440485672044705
MT,30,1965,56.0,3000.0,4.02535169073515,3.8991716202206406
MT,30,1964,59.0,4000.0,4.07753744390572,3.8543196789397216
MT,30,1963,50.0,8000.0,3.912023005428147,3.8094209062888393
MT,30,1962,49.0,4000.0,3.8918202981106265,3.76441027531723
MT,30,1961,58.0,3000.0,4.060443010546419,3.7192299551825743
MT,30,1960,48.0,3000.0,3.8712010109078916,3.6738267242711067
MT,30,1959,48.0,4000.0,3.8712010109078916,3.628148078449376
MT,30,1958,34.0,6000.0,3.5263605246161616,3.582142633943233
MT,30,1957,31.0,8000.0,3.4339872044851463,3.535761051855582
MT,30,1956,26.5,6000.0,3.277144732992177,3.4889622855572044
MT,30,1955,25.0,9000.0,3.218875824868201,3.441715805344683
MT,30,1954,22.5,6000.0,3.1135153092103742,3.394003167231861
MT,30,1953,21.0,14000.0,3.0445224377234235,3.345817939816336
MT,30,1952,23.0,6000.0,3.1354942159291497,3.2971657840955366
MT,30,1951,22.0,8000.0,3.0910424533583165,3.2480634325110196
MT,30,1950,25.0,12000.0,3.218875824868201,3.198535323194654
NE,31,2019,186.0,9750000.0,5.225746673713202,5.231247070733476
NE,31,2018,192.0,9310000.0,5.2574953720277815,5.21684515263181
NE,31,2017,181.0,9300000.0,5.198497031265826,5.202467793849036
NE,31,2016,178.0,9550000.0,5.181783550292085,5.188115661495001
NE,31,2015,185.0,9150000.0,5.220355825078324,5.173789302551239
NE,31,2014,179.0,8950000.0,5.187385805840755,5.159489166494952
NE,31,2013,169.0,9550000.0,5.1298987149230735,5.145214182218176
NE,31,2012,142.0,9100000.0,4.955827057601262,5.130962077483022
NE,31,2011,160.0,9600000.0,5.0751738152338275,5.1167312124843605
NE,31,2010,166.0,8850000.0,5.111987788356544,5.1025229404682335
NE,31,2009,179.0,8850000.0,5.187385805840755,5.088340541217902
NE,31,2008,163.0,8550000.0,5.093750200806762,5.074187169382877
NE,31,2007,160.0,9200000.0,5.0751738152338275,5.060063780009873
NE,31,2006,152.0,7750000.0,5.0238805208462765,5.04596994256115
NE,31,2005,154.0,8250000.0,5.0369526024136295,5.031904346069974
NE,31,2004,166.0,7950000.0,5.111987788356544,5.017865536288694
NE,31,2003,146.0,7700000.0,4.9836066217083355,5.003850636314612
NE,31,2002,128.0,7350000.0,4.852030263919617,4.989852468955465
NE,31,2001,147.0,7750000.0,4.990432586778736,4.975862000713318
NE,31,2000,126.0,8050000.0,4.836281906951479,4.961872539159694
NE,31,1999,139.0,8300000.0,4.934473933130692,4.947880894047958
NE,31,1998,145.0,8550000.0,4.976733742420574,4.933900362357508
NE,31,1997,132.0,8600000.0,4.8828019225863715,4.919972689605303
NE,31,1996,143.0,8250000.0,4.962844630259907,4.905771927287101
NE,31,1995,111.0,7700000.0,4.709530201312334,4.891185001699492
NE,31,1994,139.0,8250000.0,4.934473933130692,4.87615578333718
NE,31,1993,104.0,7550000.0,4.6443908991413725,4.860700198938124
NE,31,1992,135.0,7900000.0,4.90527477843843,4.844824548471519
NE,31,1991,127.0,7800000.0,4.84418708645859,4.828515092674916
NE,31,1990,128.0,7300000.0,4.852030263919617,4.811805233854941
NE,31,1989,121.0,7000000.0,4.795790545596741,4.794723761803481
NE,31,1988,124.0,6600000.0,4.820281565605037,4.777297653031206
NE,31,1987,131.0,6200000.0,4.875197323201151,4.75954908479758
NE,31,1986,128.0,7000000.0,4.852030263919617,4.741427252046484
NE,31,1985,128.0,7450000.0,4.852030263919617,4.722757886605235
NE,31,1984,116.0,6950000.0,4.7535901911063645,4.703336264781075
NE,31,1983,97.0,4850000.0,4.574710978503383,4.682993051363878
NE,31,1982,110.0,6800000.0,4.700480365792417,4.661566907824989
NE,31,1981,115.0,6880000.0,4.74493212836325,4.638923990219894
NE,31,1980,85.0,7100000.0,4.442651256490317,4.614981693813838
NE,31,1979,115.0,7150000.0,4.74493212836325,4.589766079985001
NE,31,1978,113.0,6750000.0,4.727387818712341,4.563374881659121
NE,31,1977,99.0,6550000.0,4.59511985013459,4.535960651235333
NE,31,1976,85.0,6100000.0,4.442651256490317,4.507668049767912
NE,31,1975,85.0,5920000.0,4.442651256490317,4.478580109420002
NE,31,1974,70.0,5700000.0,4.248495242049359,4.448715546907883
NE,31,1973,94.0,5900000.0,4.543294782270004,4.418061352718997
NE,31,1972,104.0,5135000.0,4.6443908991413725,4.3865977503367075
NE,31,1971,85.0,5300000.0,4.442651256490317,4.351741327273108
NE,31,1970,76.0,4828000.0,4.330733340286331,4.316390875076781
NE,31,1969,94.0,4620000.0,4.543294782270004,4.280772065440453
NE,31,1968,74.0,4239000.0,4.30406509320417,4.2450189005478345
NE,31,1967,74.0,4510000.0,4.30406509320417,4.209188406308761
NE,31,1966,80.0,4100000.0,4.382026634673881,4.173296826307872
NE,31,1965,70.0,3565000.0,4.248495242049359,4.137340725306749
NE,31,1964,54.0,3793000.0,3.9889840465642745,4.101307656922079
NE,31,1963,57.0,5031000.0,4.043051267834549,4.065182756894495
NE,31,1962,60.5,5031000.0,4.102643365036796,4.028956324863952
NE,31,1961,52.0,5296000.0,3.951243718581428,3.9926209709518554
NE,31,1960,51.0,6538000.0,3.9318256327243257,3.956168570390399
NE,31,1959,48.5,6558000.0,3.881563797943437,3.9195934342447987
NE,31,1958,51.0,5415000.0,3.9318256327243257,3.88289241369688
NE,31,1957,46.5,4718000.0,3.8394523125933104,3.846064128403688
NE,31,1956,23.5,4037000.0,3.157000421150113,3.809106230432397
NE,31,1955,20.0,4775000.0,2.9957322735539913,3.7720166266068595
NE,31,1954,29.0,6497000.0,3.3672958299864737,3.734793672984515
NE,31,1953,29.5,6646000.0,3.3843902633457743,3.697436150271991
NE,31,1952,38.0,6660000.0,3.6375861597263857,3.659943910763746
NE,31,1951,28.0,6726000.0,3.332204510175204,3.622319490817966
NE,31,1950,36.0,6710000.0,3.58351893845611,3.584567910949415
NV,32,1958,50.0,1000.0,3.912023005428147,3.912023005428147
NV,32,1957,50.0,1000.0,3.912023005428147,3.912023005428147
NV,32,1956,50.0,1000.0,3.912023005428147,3.912023005428147
NH,33,1955,51.0,1000.0,3.9318256327243257,3.9225664687716377
NH,33,1954,46.0,1000.0,3.828641396489095,3.852631633552261
NH,33,1953,45.0,1000.0,3.80666248977032,3.793676128622932
NH,33,1952,42.0,1000.0,3.737669618283368,3.7647914700310756
NH,33,1951,43.0,2000.0,3.7612001156935615,3.7863256893153068
NH,33,1950,48.0,2000.0,3.8712010109078916,3.8617019592624366
NJ,34,2018,141.0,61000.0,4.948759890378168,4.9838098608506405
NJ,34,2017,167.0,70000.0,5.1179938124167546,4.971165478510318
NJ,34,2016,145.0,71000.0,4.976733742420574,4.9585767942747845
NJ,34,2015,147.0,72000.0,4.990432586778736,4.946042281822498
NJ,34,2014,157.0,79000.0,5.056245805348309,4.933558075595771
NJ,34,2013,139.0,80000.0,4.934473933130692,4.9211174652013785
NJ,34,2012,118.0,86000.0,4.770684624465665,4.908709168721083
NJ,34,2011,123.0,81000.0,4.812184355372417,4.896320460686453
NJ,34,2010,114.0,71000.0,4.736198448394496,4.883941525077034
NJ,34,2009,143.0,70000.0,4.962844630259907,4.871565873141198
NJ,34,2008,116.0,74000.0,4.7535901911063645,4.85919039779148
NJ,34,2007,124.0,82000.0,4.820281565605037,4.846811323870934
NJ,34,2006,129.0,64000.0,4.859812404361672,4.834427445042859
NJ,34,2005,122.0,62000.0,4.804021044733257,4.822039723037703
NJ,34,2004,143.0,72000.0,4.962844630259907,4.809650067983609
NJ,34,2003,113.0,61000.0,4.727387818712341,4.797261429666449
NJ,34,2002,61.0,70000.0,4.110873864173311,4.784874775505527
NJ,34,2001,112.0,66000.0,4.718498871295094,4.772494148580073
NJ,34,2000,134.0,75000.0,4.897839799950911,4.760129214531722
NJ,34,1999,37.0,60000.0,3.610917912644224,4.747801307938671
NJ,34,1998,92.0,98000.0,4.5217885770490405,4.735550820036519
NJ,34,1997,108.0,94000.0,4.68213122712422,4.723474353025114
NJ,34,1996,126.0,94000.0,4.836281906951479,4.711786184526274
NJ,34,1995,93.0,78000.0,4.532599493153255,4.699593255195827
NJ,34,1994,119.0,81000.0,4.7791234931115305,4.68726341902443
NJ,34,1993,96.0,80000.0,4.564348191467836,4.674716991208036
NJ,34,1992,120.0,82000.0,4.787491742782046,4.661855022939164
NJ,34,1991,110.0,77000.0,4.700480365792417,4.648612663464358
NJ,34,1990,118.0,75000.0,4.770684624465665,4.634959785783169
NJ,34,1989,102.0,71000.0,4.624972813284272,4.620919957469112
NJ,34,1988,70.0,79000.0,4.248495242049359,4.606595044636923
NJ,34,1987,104.0,85000.0,4.6443908991413725,4.592051360250073
NJ,34,1986,107.0,94000.0,4.672828834461906,4.577315302600618
NJ,34,1985,110.0,109000.0,4.700480365792417,4.562336973393588
NJ,34,1984,107.0,99000.0,4.672828834461906,4.5470842146512025
NJ,34,1983,68.0,90000.0,4.219507705176107,4.531551336208279
NJ,34,1982,100.0,114000.0,4.605170185988092,4.515766238927994
NJ,34,1981,99.0,130000.0,4.59511985013459,4.4998024312264
NJ,34,1980,75.0,118000.0,4.31748811353631,4.483742042214081
NJ,34,1979,90.0,95000.0,4.499809670330264,4.467694412202779
NJ,34,1978,91.0,103000.0,4.51085950651685,4.451712865036296
NJ,34,1977,70.0,99000.0,4.248495242049359,4.4358411014822
NJ,34,1976,86.0,115000.0,4.4543472962535064,4.420054253169732
NJ,34,1975,81.0,90000.0,4.394449154672439,4.4043196730029015
NJ,34,1974,83.0,87000.0,4.418840607796597,4.388636424595307
NJ,34,1973,79.0,75000.0,4.3694478524670215,4.3729557238881025
NJ,34,1972,74.0,52000.0,4.30406509320417,4.357200838379246
NJ,34,1971,65.0,83000.0,4.174387269895637,4.341923789666519
NJ,34,1970,78.0,68000.0,4.356708826689592,4.325919602272932
NJ,34,1969,81.5,66000.0,4.400603020246816,4.309498708688631
NJ,34,1968,67.0,54000.0,4.204692619390967,4.292871908031579
NJ,34,1967,88.0,72000.0,4.477336814478207,4.276154406394665
NJ,34,1966,46.0,53000.0,3.828641396489095,4.259410142870531
NJ,34,1965,67.0,62000.0,4.204692619390967,4.242671514973188
NJ,34,1964,57.5,62000.0,4.051784947803306,4.2259598992220635
NJ,34,1963,60.0,62000.0,4.0943445622220995,4.209291205264454
NJ,34,1962,73.0,78000.0,4.290459441148391,4.19268039924563
NJ,34,1961,74.0,78000.0,4.30406509320417,4.176140129699477
NJ,34,1960,71.0,108000.0,4.262679877041316,4.159675569727727
NJ,34,1959,70.0,111000.0,4.248495242049359,4.143284455111065
NJ,34,1958,74.0,99000.0,4.30406509320417,4.126959008590277
NJ,34,1957,30.0,74000.0,3.4011973816621555,4.110686620175416
NJ,34,1956,70.0,134000.0,4.248495242049359,4.094450222833852
NJ,34,1955,28.0,133000.0,3.332204510175204,4.078231745410858
NJ,34,1954,48.0,142000.0,3.8712010109078916,4.062010254392114
NJ,34,1953,54.5,139000.0,3.9982007016691994,4.045766670422757
NJ,34,1952,52.5,145000.0,3.960813169597578,4.029488915521628
NJ,34,1951,52.5,135000.0,3.960813169597578,4.013169415135659
NJ,34,1950,54.0,121000.0,3.9889840465642745,3.996804618420465
NM,35,2018,187.0,35000.0,5.231108616854587,5.263046061632635
NM,35,2017,134.0,43000.0,4.897839799950911,5.256481197217692
NM,35,2016,150.0,41000.0,5.010635294096256,5.249824312096754
NM,35,2015,180.0,40000.0,5.1929568508902095,5.243070507210002
NM,35,2014,195.0,48000.0,5.272999558563747,5.236217248181225
NM,35,2013,190.0,38000.0,5.247024072160486,5.229263723204968
NM,35,2012,170.0,43000.0,5.135798437050261,5.222207799348925
NM,35,2011,180.0,45000.0,5.1929568508902095,5.215046646162474
NM,35,2010,180.0,66000.0,5.1929568508902095,5.207779588063356
NM,35,2009,190.0,50000.0,5.247024072160486,5.200407071860412
NM,35,2008,185.0,55000.0,5.220355825078324,5.192929457161324
NM,35,2007,180.0,54000.0,5.1929568508902095,5.1853450156921905
NM,35,2006,185.0,45000.0,5.220355825078324,5.177649667432612
NM,35,2005,175.0,55000.0,5.1647859739235145,5.16983686436999
NM,35,2004,180.0,58000.0,5.1929568508902095,5.161896241201166
NM,35,2003,180.0,48000.0,5.1929568508902095,5.153813388256746
NM,35,2002,175.0,49000.0,5.1647859739235145,5.145567500286114
NM,35,2001,180.0,46000.0,5.1929568508902095,5.137128414012106
NM,35,2000,160.0,66000.0,5.0751738152338275,5.128452989476112
NM,35,1999,180.0,83000.0,5.1929568508902095,5.119478840353377
NM,35,1998,165.0,85000.0,5.105945473900579,5.110118517794919
NM,35,1997,175.0,85000.0,5.1647859739235145,5.100242788001723
NM,35,1996,175.0,84000.0,5.1647859739235145,5.08967286300989
NM,35,1995,160.0,73000.0,5.0751738152338275,5.073465033199215
NM,35,1994,150.0,85000.0,5.010635294096256,5.055055717506395
NM,35,1993,165.0,85000.0,5.105945473900579,5.034250768047427
NM,35,1992,160.0,71000.0,5.0751738152338275,5.010904949886482
NM,35,1991,165.0,60000.0,5.105945473900579,4.984927463455236
NM,35,1990,145.0,55000.0,4.976733742420574,4.956373184845313
NM,35,1989,160.0,60000.0,5.0751738152338275,4.925476693075711
NM,35,1988,155.0,55000.0,5.043425116919247,4.892543107872633
NM,35,1987,155.0,49000.0,5.043425116919247,4.857832578149699
NM,35,1986,150.0,62000.0,5.010635294096256,4.82153370770609
NM,35,1985,155.0,65000.0,5.043425116919247,4.783770305539183
NM,35,1984,150.0,63000.0,5.010635294096256,4.744646168949836
NM,35,1983,140.0,50000.0,4.941642422609304,4.704277890404374
NM,35,1982,125.0,65000.0,4.8283137373023015,4.662810383488442
NM,35,1981,128.0,65000.0,4.852030263919617,4.620403200617773
NM,35,1980,90.0,75000.0,4.499809670330264,4.577072103299221
NM,35,1979,114.0,74000.0,4.736198448394496,4.532755861763193
NM,35,1978,106.0,72000.0,4.663439094112067,4.487383556429417
NM,35,1977,90.0,114000.0,4.499809670330264,4.440817437372111
NM,35,1976,105.0,96000.0,4.653960350157523,4.392887843657628
NM,35,1975,100.0,75000.0,4.605170185988092,4.34337445826827
NM,35,1974,77.0,49000.0,4.343805421853683,4.292076423738232
NM,35,1973,70.0,29000.0,4.248495242049359,4.238777310686157
NM,35,1972,75.0,24000.0,4.31748811353631,4.183346657484878
NM,35,1971,55.0,17000.0,4.007333185232471,4.122195477897976
NM,35,1970,57.0,18000.0,4.043051267834549,4.0604884169345175
NM,35,1969,56.0,21000.0,4.02535169073515,3.99837893423591
NM,35,1968,55.0,20000.0,4.007333185232471,3.935975689930602
NM,35,1967,50.0,16000.0,3.912023005428147,3.873348071315058
NM,35,1966,42.0,13000.0,3.737669618283368,3.810539769188564
NM,35,1965,39.0,15000.0,3.6635616461296463,3.747580912562261
NM,35,1964,39.0,14000.0,3.6635616461296463,3.6844969010812996
NM,35,1963,37.0,13000.0,3.610917912644224,3.621310125845723
NM,35,1962,36.0,12000.0,3.58351893845611,3.558038876202505
NM,35,1961,35.0,15000.0,3.555348061489413,3.494697414785913
NM,35,1960,39.0,17000.0,3.6635616461296463,3.431295707485259
NM,35,1959,30.0,22000.0,3.4011973816621555,3.3678392950781753
NM,35,1958,28.0,26000.0,3.332204510175204,3.304330039250218
NM,35,1957,28.0,26000.0,3.332204510175204,3.240767577749781
NM,35,1956,22.5,24000.0,3.1135153092103742,3.1771495894972874
NM,35,1955,21.5,35000.0,3.068052935133617,3.1134715970290676
NM,35,1954,20.5,30000.0,3.0204248861443626,3.049730959606381
NM,35,1953,15.5,22000.0,2.7408400239252013,2.9859272842559927
NM,35,1952,14.5,30000.0,2.6741486494265287,2.9220620185552764
NM,35,1951,18.0,31000.0,2.8903717578961645,2.858139350598671
NM,35,1950,16.5,52000.0,2.8033603809065353,2.7941655558028407
NY,36,2019,153.0,530000.0,5.030437921392434,5.046851682215419
NY,36,2018,159.0,645000.0,5.068904202220232,5.03078075641851
NY,36,2017,161.0,485000.0,5.081404364984463,5.014733295252264
NY,36,2016,129.0,570000.0,4.859812404361672,4.998710686380066
NY,36,2015,143.0,590000.0,4.962844630259907,4.982712608531418
NY,36,2014,148.0,680000.0,4.997212273764115,4.966739911140909
NY,36,2013,137.0,690000.0,4.919980925828125,4.950794371729191
NY,36,2012,134.0,680000.0,4.897839799950911,4.934877390883576
NY,36,2011,133.0,620000.0,4.890349128221754,4.918991473505852
NY,36,2010,149.0,590000.0,5.003946305945459,4.903140917947207
NY,36,2009,134.0,595000.0,4.897839799950911,4.887331195836827
NY,36,2008,144.0,640000.0,4.969813299576002,4.871566729498818
NY,36,2007,128.0,550000.0,4.852030263919617,4.8558510516943025
NY,36,2006,129.0,480000.0,4.859812404361672,4.840185864387792
NY,36,2005,124.0,460000.0,4.820281565605037,4.824571884280806
NY,36,2004,122.0,500000.0,4.804021044733257,4.809008293030106
NY,36,2003,121.0,440000.0,4.795790545596741,4.793492682029601
NY,36,2002,97.0,460000.0,4.574710978503383,4.778020435776442
NY,36,2001,105.0,540000.0,4.653960350157523,4.762583335183792
NY,36,2000,98.0,450000.0,4.584967478670572,4.7471690767322166
NY,36,1999,101.0,590000.0,4.61512051684126,4.731765013893423
NY,36,1998,114.0,580000.0,4.736198448394496,4.716365724870975
NY,36,1997,110.0,600000.0,4.700480365792417,4.70099161762511
NY,36,1996,103.0,630000.0,4.634728988229637,4.686974632068017
NY,36,1995,105.0,620000.0,4.653960350157523,4.673071700479444
NY,36,1994,116.0,570000.0,4.7535901911063645,4.65920199779126
NY,36,1993,105.0,540000.0,4.653960350157523,4.6453115323667165
NY,36,1992,92.0,550000.0,4.5217885770490405,4.631422313423568
NY,36,1991,98.0,600000.0,4.584967478670572,4.617573720661591
NY,36,1990,98.0,620000.0,4.584967478670572,4.603816504424974
NY,36,1989,93.0,570000.0,4.532599493153255,4.590225760529554
NY,36,1988,85.0,540000.0,4.442651256490317,4.576863775786115
NY,36,1987,109.0,600000.0,4.691347882229144,4.563743566542566
NY,36,1986,99.0,650000.0,4.59511985013459,4.5507785171741135
NY,36,1985,95.0,720000.0,4.553876891600541,4.5378005537158925
NY,36,1984,91.0,670000.0,4.51085950651685,4.524582075460319
NY,36,1983,90.0,600000.0,4.499809670330264,4.510913400630036
NY,36,1982,92.0,765000.0,4.5217885770490405,4.496674935380775
NY,36,1981,93.0,830000.0,4.532599493153255,4.481808801465834
NY,36,1980,93.0,730000.0,4.532599493153255,4.466294354035103
NY,36,1979,92.0,650000.0,4.5217885770490405,4.450153004090995
NY,36,1978,86.0,600000.0,4.4543472962535064,4.433455186762372
NY,36,1977,87.0,640000.0,4.465908118654584,4.416287173220316
NY,36,1976,81.0,573000.0,4.394449154672439,4.398692080775676
NY,36,1975,87.0,545000.0,4.465908118654584,4.3806738997159185
NY,36,1974,78.0,525000.0,4.356708826689592,4.362232403546592
NY,36,1973,75.0,420000.0,4.31748811353631,4.343391914047375
NY,36,1972,68.0,320000.0,4.219507705176107,4.324161002962281
NY,36,1971,85.0,405000.0,4.442651256490317,4.302649347763017
NY,36,1970,88.0,315000.0,4.477336814478207,4.281128062931619
NY,36,1969,85.0,260000.0,4.442651256490317,4.259647606366434
NY,36,1968,80.0,259000.0,4.382026634673881,4.238199853245353
NY,36,1967,87.0,291000.0,4.465908118654584,4.2167642941708126
NY,36,1966,75.0,217000.0,4.31748811353631,4.195322896224154
NY,36,1965,61.0,205000.0,4.110873864173311,4.173863261391936
NY,36,1964,64.0,189000.0,4.158883083359672,4.152376579831591
NY,36,1963,62.0,200000.0,4.127134385045092,4.130858761305659
NY,36,1962,63.0,179000.0,4.143134726391533,4.109307671355916
NY,36,1961,67.0,181000.0,4.204692619390967,4.087721908999097
NY,36,1960,59.0,211000.0,4.07753744390572,4.066099334599252
NY,36,1959,55.5,229000.0,4.0163830207523885,4.044436605716823
NY,36,1958,55.0,212000.0,4.007333185232471,4.022730671066794
NY,36,1957,56.0,238000.0,4.02535169073515,4.000979878681862
NY,36,1956,54.5,231000.0,3.9982007016691994,3.9791833667904326
NY,36,1955,49.5,233000.0,3.9019726695746453,3.9573398146759766
NY,36,1954,47.5,238000.0,3.8607297110405954,3.935447824435815
NY,36,1953,50.0,239000.0,3.912023005428147,3.913507887418375
NY,36,1952,52.0,233000.0,3.951243718581428,3.8915225247700103
NY,36,1951,47.0,172000.0,3.8501476017100575,3.8694941572033272
NY,36,1950,45.0,185000.0,3.80666248977032,3.847423581641097
NC,37,2019,110.0,910000.0,4.700480365792417,4.8357930439767
NC,37,2018,113.0,830000.0,4.727387818712341,4.821779471307231
NC,37,2017,142.0,840000.0,4.955827057601262,4.807737855466869
NC,37,2016,129.0,940000.0,4.859812404361672,4.793675835650241
NC,37,2015,113.0,730000.0,4.727387818712341,4.77959716537247
NC,37,2014,132.0,780000.0,4.8828019225863715,4.765502929896333
NC,37,2013,142.0,860000.0,4.955827057601262,4.751394414315917
NC,37,2012,117.0,820000.0,4.762173934797756,4.737268668356229
NC,37,2011,84.0,815000.0,4.430816798843313,4.723116025146296
NC,37,2010,91.0,840000.0,4.51085950651685,4.70892514432359
NC,37,2009,117.0,800000.0,4.762173934797756,4.694690754147285
NC,37,2008,78.0,830000.0,4.356708826689592,4.680413205366868
NC,37,2007,100.0,1010000.0,4.605170185988092,4.666094166184896
NC,37,2006,132.0,740000.0,4.8828019225863715,4.651742878672101
NC,37,2005,120.0,700000.0,4.787491742782046,4.637373433468637
NC,37,2004,117.0,740000.0,4.762173934797756,4.622996949021136
NC,37,2003,106.0,680000.0,4.663439094112067,4.608619938660786
NC,37,2002,83.0,680000.0,4.418840607796597,4.594243424483345
NC,37,2001,125.0,625000.0,4.8283137373023015,4.579865233905617
NC,37,2000,116.0,640000.0,4.7535901911063645,4.565484783590446
NC,37,1999,80.0,640000.0,4.382026634673881,4.551087122126998
NC,37,1998,70.0,770000.0,4.248495242049359,4.536638947919431
NC,37,1997,89.0,870000.0,4.48863636973214,4.522141333799443
NC,37,1996,95.0,900000.0,4.553876891600541,4.507696644809145
NC,37,1995,107.0,700000.0,4.672828834461906,4.4934169490143265
NC,37,1994,91.0,900000.0,4.51085950651685,4.479387934251691
NC,37,1993,65.0,850000.0,4.174387269895637,4.4656117064253795
NC,37,1992,95.0,1040000.0,4.553876891600541,4.452001374098983
NC,37,1991,90.0,950000.0,4.499809670330264,4.438414139556471
NC,37,1990,68.0,1070000.0,4.219507705176107,4.424704316344024
NC,37,1989,93.0,950000.0,4.532599493153255,4.410788442867688
NC,37,1988,84.0,970000.0,4.430816798843313,4.396733660956659
NC,37,1987,68.0,1100000.0,4.219507705176107,4.38262396639324
NC,37,1986,69.0,1360000.0,4.23410650459726,4.368563167847944
NC,37,1985,79.0,1625000.0,4.3694478524670215,4.354640999994561
NC,37,1984,90.0,1620000.0,4.499809670330264,4.340951948006913
NC,37,1983,60.0,1280000.0,4.0943445622220995,4.327476626835203
NC,37,1982,99.0,1570000.0,4.59511985013459,4.3140554401485085
NC,37,1981,77.0,1830000.0,4.343805421853683,4.300508567940434
NC,37,1980,60.0,1730000.0,4.0943445622220995,4.286630985226579
NC,37,1979,76.0,1690000.0,4.330733340286331,4.272232391193397
NC,37,1978,76.0,1600000.0,4.330733340286331,4.257111581505993
NC,37,1977,51.0,1740000.0,3.9318256327243257,4.241052219315912
NC,37,1976,80.0,1880000.0,4.382026634673881,4.223898490893636
NC,37,1975,67.0,1590000.0,4.204692619390967,4.205591587730564
NC,37,1974,75.0,1570000.0,4.31748811353631,4.186055519859938
NC,37,1973,82.0,1400000.0,4.4067192472642525,4.165153068338699
NC,37,1972,80.0,1280000.0,4.382026634673881,4.142763733999556
NC,37,1971,57.0,1565000.0,4.043051267834549,4.112674215017787
NC,37,1970,50.0,1400000.0,3.912023005428147,4.081595723678205
NC,37,1969,68.0,1281000.0,4.219507705176107,4.050289123704158
NC,37,1968,60.0,1348000.0,4.0943445622220995,4.019001129263798
NC,37,1967,76.0,1381000.0,4.330733340286331,3.9877659377393013
NC,37,1966,45.0,1341000.0,3.80666248977032,3.956554129881577
NC,37,1965,70.0,1316000.0,4.248495242049359,3.925321638746042
NC,37,1964,59.0,1357000.0,4.07753744390572,3.894031528123389
NC,37,1963,55.0,1396000.0,4.007333185232471,3.862646822959045
NC,37,1962,56.0,1270000.0,4.02535169073515,3.831131147361165
NC,37,1961,48.0,1402000.0,3.8712010109078916,3.7994497130214056
NC,37,1960,48.0,1750000.0,3.8712010109078916,3.7675687278119105
NC,37,1959,42.0,1818000.0,3.737669618283368,3.735457110982599
NC,37,1958,43.0,1708000.0,3.7612001156935615,3.7030862671396405
NC,37,1957,32.5,1721000.0,3.481240089335692,3.6704313573925287
NC,37,1956,41.0,1834000.0,3.7135720667043084,3.6374713122040765
NC,37,1955,34.0,1973000.0,3.5263605246161616,3.604192138372083
NC,37,1954,25.0,1964000.0,3.218875824868201,3.570582060161237
NC,37,1953,27.5,2036000.0,3.3141860046725258,3.5366349288745598
NC,37,1952,25.5,2068000.0,3.2386784521643803,3.502355271470466
NC,37,1951,31.0,2107000.0,3.4339872044851463,3.467757501385624
NC,37,1950,33.0,2163000.0,3.49650756146648,3.4328642410921293
ND,38,2019,146.0,3310000.0,4.9836066217083355,4.981264001870714
ND,38,2018,153.0,2930000.0,5.030437921392434,4.963213344869081
ND,38,2017,139.0,3230000.0,4.934473933130692,4.945119208759892
ND,38,2016,158.0,3270000.0,5.062595033026967,4.926973030114383
ND,38,2015,128.0,2560000.0,4.852030263919617,4.908764619681954
ND,38,2014,124.0,2530000.0,4.820281565605037,4.890480144088979
ND,38,2013,110.0,3600000.0,4.700480365792417,4.872106461346965
ND,38,2012,122.0,3460000.0,4.804021044733257,4.85363343309093
ND,38,2011,105.0,2060000.0,4.653960350157523,4.835055641370445
ND,38,2010,132.0,1880000.0,4.8828019225863715,4.816371573055307
